"Ocena dokonèanih stanovanj po številu sob in površini, po obèinah, Slovenija, letno"

"OBÈINE";"MERITVE";"2008 Stanovanja - SKUPAJ";"2008 Enosobna";"2008 Dvosobna";"2008 Trisobna";"2008 Štirisobna";"2008 Pet- in veèsobna";"2009 Stanovanja - SKUPAJ";"2009 Enosobna";"2009 Dvosobna";"2009 Trisobna";"2009 Štirisobna";"2009 Pet- in veèsobna";"2010 Stanovanja - SKUPAJ";"2010 Enosobna";"2010 Dvosobna";"2010 Trisobna";"2010 Štirisobna";"2010 Pet- in veèsobna";"2011 Stanovanja - SKUPAJ";"2011 Enosobna";"2011 Dvosobna";"2011 Trisobna";"2011 Štirisobna";"2011 Pet- in veèsobna";"2012 Stanovanja - SKUPAJ";"2012 Enosobna";"2012 Dvosobna";"2012 Trisobna";"2012 Štirisobna";"2012 Pet- in veèsobna";"2013 Stanovanja - SKUPAJ";"2013 Enosobna";"2013 Dvosobna";"2013 Trisobna";"2013 Štirisobna";"2013 Pet- in veèsobna";"2014 Stanovanja - SKUPAJ";"2014 Enosobna";"2014 Dvosobna";"2014 Trisobna";"2014 Štirisobna";"2014 Pet- in veèsobna";"2015 Stanovanja - SKUPAJ";"2015 Enosobna";"2015 Dvosobna";"2015 Trisobna";"2015 Štirisobna";"2015 Pet- in veèsobna";"2016 Stanovanja - SKUPAJ";"2016 Enosobna";"2016 Dvosobna";"2016 Trisobna";"2016 Štirisobna";"2016 Pet- in veèsobna";"2017 Stanovanja - SKUPAJ";"2017 Enosobna";"2017 Dvosobna";"2017 Trisobna";"2017 Štirisobna";"2017 Pet- in veèsobna";"2018 Stanovanja - SKUPAJ";"2018 Enosobna";"2018 Dvosobna";"2018 Trisobna";"2018 Štirisobna";"2018 Pet- in veèsobna";"2019 Stanovanja - SKUPAJ";"2019 Enosobna";"2019 Dvosobna";"2019 Trisobna";"2019 Štirisobna";"2019 Pet- in veèsobna";"2020 Stanovanja - SKUPAJ";"2020 Enosobna";"2020 Dvosobna";"2020 Trisobna";"2020 Štirisobna";"2020 Pet- in veèsobna";"2021 Stanovanja - SKUPAJ";"2021 Enosobna";"2021 Dvosobna";"2021 Trisobna";"2021 Štirisobna";"2021 Pet- in veèsobna";"2022 Stanovanja - SKUPAJ";"2022 Enosobna";"2022 Dvosobna";"2022 Trisobna";"2022 Štirisobna";"2022 Pet- in veèsobna";"2023 Stanovanja - SKUPAJ";"2023 Enosobna";"2023 Dvosobna";"2023 Trisobna";"2023 Štirisobna";"2023 Pet- in veèsobna"
"Ljubljana";"Površina [m2]";114590;18768;24626;30969;22837;17390;86369;4610;19401;22170;11610;28578;47106;3099;2958;9890;8745;22414;66560;2299;16133;19672;10976;17480;26691;136;2052;913;7021;16569;23341;248;1095;1123;3639;17236;43605;1970;8713;8621;5973;18328;30171;3258;1966;4569;5996;14382;30315;578;624;2925;6697;19491;22962;1178;1941;1690;5150;13003;35281;2403;6062;2615;8314;15887;61850;408;5486;12112;10389;33455;47471;802;5803;8923;7281;24662;48034;2063;3190;8380;6862;27539;64018;1754;4796;10810;12758;33900;75290;3984;13999;18065;12229;27013
"Ljubno";"Število";4;0;0;0;0;4;1;0;0;0;0;1;5;0;0;0;0;5;5;0;0;0;0;5;0;0;0;0;0;0;4;0;0;0;0;4;4;0;0;0;0;4;4;0;0;1;0;3;3;0;0;0;1;2;3;0;1;0;1;1;4;0;0;1;1;2;3;1;0;2;0;0;10;1;1;4;4;0;4;0;1;1;2;0;2;0;2;0;0;0;1;0;0;1;0;0
"Ljubno";"Površina [m2]";481;0;0;0;0;481;191;0;0;0;0;191;694;0;0;0;0;694;805;0;0;0;0;805;0;0;0;0;0;0;533;0;0;0;0;533;505;0;0;0;0;505;645;0;0;127;0;518;515;0;0;0;92;423;405;0;143;0;124;138;796;0;0;238;168;390;281;87;0;194;0;0;1543;75;191;585;692;0;726;0;62;148;516;0;157;0;157;0;0;0;109;0;0;109;0;0
"Ljutomer";"Število";26;1;5;6;7;7;26;0;11;7;2;6;45;7;12;11;5;10;38;5;6;9;5;13;13;3;4;0;3;3;14;1;4;3;5;1;23;1;3;4;9;6;17;0;3;3;7;4;32;1;9;12;4;6;11;2;2;3;0;4;16;2;1;4;8;1;11;0;3;2;3;3;16;2;3;2;5;4;15;0;1;0;7;7;16;1;3;1;6;5;20;1;8;2;6;3
"Ljutomer";"Površina [m2]";3811;50;430;566;1131;1634;2683;0;575;765;326;1017;5042;187;507;1264;1019;2065;4135;205;260;669;737;2264;1297;94;329;0;452;422;1292;46;192;307;590;157;2305;38;152;341;960;814;1941;0;130;267;801;743;3570;24;805;1269;464;1008;1120;75;169;304;0;572;1725;52;58;446;1075;94;934;0;236;174;231;293;2123;96;229;250;667;881;1979;0;53;0;852;1074;1691;32;178;75;736;670;1785;25;299;180;847;434
"Log - Dragomer";"Število";7;0;0;0;2;5;2;0;0;0;0;2;5;0;0;0;1;4;10;0;0;0;5;5;3;0;0;0;0;3;4;0;1;1;1;1;5;0;0;2;0;3;1;0;0;0;0;1;8;0;0;1;4;3;7;0;0;0;0;7;14;0;0;0;0;14;4;1;0;0;0;3;10;0;2;2;5;1;5;0;0;0;2;3;3;0;0;0;0;3;4;0;0;0;1;3
"Log - Dragomer";"Površina [m2]";1761;0;0;0;208;1553;307;0;0;0;0;307;1267;0;0;0;137;1130;1619;0;0;0;623;996;768;0;0;0;0;768;526;0;59;106;155;206;1101;0;0;303;0;798;170;0;0;0;0;170;1312;0;0;107;581;624;1488;0;0;0;0;1488;3760;0;0;0;0;3760;1356;141;0;0;0;1215;1285;0;246;274;623;142;696;0;0;0;301;395;627;0;0;0;0;627;537;0;0;0;110;427
"Logatec";"Število";58;11;2;4;11;30;395;71;105;137;42;40;72;16;2;10;4;40;48;9;2;4;14;19;73;0;4;35;16;18;33;1;5;1;4;22;25;0;0;1;4;20;32;1;0;0;3;28;31;0;1;2;8;20;19;0;0;0;4;15;20;0;1;0;5;14;18;3;0;1;4;10;41;6;4;2;9;20;38;5;2;3;3;25;35;14;0;0;5;16;56;20;6;2;4;24
"Logatec";"Površina [m2]";8013;442;195;349;1350;5677;21002;2078;3151;3374;4277;8122;9136;525;136;573;515;7387;6987;348;94;324;2518;3703;8832;0;210;2925;2621;3076;5063;50;330;62;515;4106;4736;0;0;69;613;4054;6453;38;0;0;397;6018;5720;0;98;206;1221;4195;3205;0;0;0;399;2806;4302;0;74;0;810;3418;2871;320;0;61;432;2058;6039;614;258;146;882;4139;6912;678;470;531;400;4833;5542;2001;0;0;546;2995;8839;3662;566;145;265;4201
"Loška dolina";"Število";2;0;0;0;0;2;2;0;0;1;0;1;6;0;0;0;3;3;2;0;0;0;0;2;5;0;0;0;1;4;12;0;0;3;4;5;0;0;0;0;0;0;5;0;0;2;2;1;5;0;0;2;2;1;5;0;0;3;0;2;7;0;1;0;1;5;3;0;0;2;0;1;3;0;0;0;0;3;3;0;0;1;0;2;1;0;0;0;1;0;0;0;0;0;0;0
"Loška dolina";"Površina [m2]";352;0;0;0;0;352;236;0;0;73;0;163;1210;0;0;0;649;561;443;0;0;0;0;443;1140;0;0;0;189;951;1732;0;0;257;668;807;0;0;0;0;0;0;752;0;0;237;383;132;641;0;0;282;207;152;754;0;0;345;0;409;1188;0;51;0;162;975;326;0;0;197;0;129;597;0;0;0;0;597;412;0;0;106;0;306;126;0;0;0;126;0;0;0;0;0;0;0
"Loški Potok";"Število";0;0;0;0;0;0;4;0;0;0;1;3;8;1;0;2;0;5;9;1;2;2;1;3;3;0;0;0;2;1;3;0;0;0;1;2;6;0;0;0;2;4;8;1;1;0;2;4;3;1;0;0;0;2;2;0;0;0;0;2;2;0;0;1;0;1;2;0;0;0;0;2;13;4;5;0;2;2;2;1;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0
"Loški Potok";"Površina [m2]";0;0;0;0;0;0;806;0;0;0;178;628;1401;48;0;302;0;1051;1298;152;128;183;287;548;736;0;0;0;409;327;550;0;0;0;151;399;1007;0;0;0;279;728;1467;34;183;0;322;928;525;160;0;0;0;365;497;0;0;0;0;497;362;0;0;88;0;274;465;0;0;0;0;465;1328;174;368;0;455;331;456;171;0;0;0;285;60;0;0;60;0;0;142;0;0;142;0;0
"Lovrenc na Pohorju";"Število";5;0;1;0;1;3;7;0;0;0;1;6;25;0;10;10;1;4;6;0;0;1;0;5;8;0;0;0;1;7;12;0;1;4;4;3;4;0;1;1;0;2;8;0;1;2;1;4;3;1;1;0;0;1;4;0;0;1;1;2;1;0;0;0;0;1;2;0;1;0;1;0;1;0;0;0;0;1;2;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0
"Lovrenc na Pohorju";"Površina [m2]";775;0;49;0;102;624;1083;0;0;0;110;973;2114;0;639;613;106;756;982;0;0;60;0;922;1319;0;0;0;79;1240;1473;0;53;278;552;590;491;0;68;71;0;352;824;0;33;138;98;555;251;56;23;0;0;172;513;0;0;112;105;296;125;0;0;0;0;125;169;0;17;0;152;0;156;0;0;0;0;156;221;0;0;0;122;99;89;0;0;0;0;89;0;0;0;0;0;0
"Luèe";"Število";1;0;0;0;0;1;1;0;0;0;0;1;2;0;0;0;0;2;2;0;0;0;0;2;1;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;4;0;0;2;1;1;2;0;0;0;1;1;3;0;0;1;0;2;3;0;1;0;1;1;2;1;0;0;1;0;2;1;0;0;0;1;5;0;0;1;4;0;1;0;0;0;1;0;2;1;0;1;0;0
"Luèe";"Površina [m2]";179;0;0;0;0;179;197;0;0;0;0;197;267;0;0;0;0;267;310;0;0;0;0;310;209;0;0;0;0;209;192;0;0;0;0;192;42;0;42;0;0;0;444;0;0;212;141;91;189;0;0;0;62;127;382;0;0;84;0;298;315;0;72;0;115;128;230;50;0;0;180;0;258;72;0;0;0;186;829;0;0;86;743;0;191;0;0;0;191;0;348;140;0;208;0;0
"Lukovica";"Število";22;0;0;4;5;13;15;0;1;4;4;6;6;0;0;1;1;4;4;0;0;0;2;2;3;0;0;0;1;2;8;1;0;2;0;5;8;0;0;0;2;6;20;2;0;0;10;8;13;0;0;0;4;9;11;0;0;0;0;11;11;1;0;1;0;9;23;0;0;1;0;22;14;0;0;1;1;12;8;0;0;1;2;5;19;0;0;0;0;19;7;0;0;0;0;7
"Lukovica";"Površina [m2]";3487;0;0;440;539;2508;2226;0;81;589;595;961;910;0;0;104;90;716;600;0;0;0;272;328;555;0;0;0;184;371;1133;116;0;222;0;795;1480;0;0;0;362;1118;2261;181;0;0;1060;1020;1920;0;0;0;509;1411;1834;0;0;0;0;1834;1667;40;0;90;0;1537;3618;0;0;44;0;3574;2251;0;0;230;81;1940;1292;0;0;113;100;1079;3051;0;0;0;0;3051;1315;0;0;0;0;1315
"Majšperk";"Število";12;1;0;0;1;10;6;0;0;1;1;4;8;1;1;1;2;3;6;0;0;0;4;2;4;2;0;2;0;0;3;0;0;0;3;0;3;0;1;1;1;0;2;1;0;0;1;0;4;1;0;0;1;2;14;2;0;1;5;6;11;0;0;0;4;7;5;0;1;1;3;0;13;0;4;6;1;2;8;0;0;6;2;0;4;0;0;1;2;1;5;0;1;1;2;1
"Majšperk";"Površina [m2]";1878;40;0;0;265;1573;650;0;0;60;72;518;835;82;59;203;198;293;906;0;0;0;479;427;345;140;0;205;0;0;621;0;0;0;621;0;423;0;79;209;135;0;174;41;0;0;133;0;935;23;0;0;459;453;2330;150;0;153;924;1103;2385;0;0;0;986;1399;945;0;120;217;608;0;1989;0;374;960;149;506;1709;0;0;1093;616;0;522;0;0;68;261;193;798;0;116;195;281;206
"Makole";"Število";0;0;0;0;0;0;3;0;0;2;1;0;4;0;0;1;2;1;7;0;2;1;2;2;7;0;0;2;1;4;4;1;1;0;2;0;7;1;1;0;3;2;3;0;0;2;1;0;3;0;0;2;1;0;5;0;0;2;0;3;5;0;1;0;2;2;2;0;0;1;0;1;0;0;0;0;0;0;3;0;0;0;0;3;4;1;0;0;0;3;4;0;1;0;1;2
"Makole";"Površina [m2]";0;0;0;0;0;0;362;0;0;302;60;0;763;0;0;105;379;279;1403;0;219;181;506;497;817;0;0;236;93;488;397;37;61;0;299;0;714;38;45;0;264;367;279;0;0;179;100;0;361;0;0;228;133;0;957;0;0;158;0;799;994;0;49;0;457;488;281;0;0;87;0;194;0;0;0;0;0;0;376;0;0;0;0;376;772;169;0;0;0;603;568;0;46;0;125;397
"Maribor";"Število";898;231;311;207;59;90;378;62;101;110;58;47;115;2;0;9;34;70;105;4;2;9;30;60;61;2;0;6;23;30;71;1;14;12;18;26;86;8;7;26;18;27;92;0;4;23;15;50;62;3;7;9;17;26;88;20;2;4;18;44;93;1;4;12;21;55;127;9;29;11;33;45;204;6;2;19;42;135;119;6;10;28;39;36;201;9;9;68;43;72;163;7;7;20;27;102
"Maribor";"Površina [m2]";65351;8420;17106;16303;6310;17212;36732;2408;6026;10080;7000;11218;19005;183;0;1099;4865;12858;18245;233;183;907;4601;12321;9885;100;0;615;3664;5506;10767;32;725;900;2672;6438;12357;222;483;3030;3071;5551;15729;0;211;1996;2007;11515;8591;85;365;770;2316;5055;12974;686;213;489;2718;8868;13276;77;225;1168;3390;8416;15121;431;1565;1077;4335;7713;29662;578;123;1911;5540;21510;15461;352;564;2287;5154;7104;25669;672;724;6659;5087;12527;27333;368;411;1714;4389;20451
"Markovci";"Število";5;0;0;1;3;1;11;0;0;3;5;3;5;1;0;0;2;2;6;0;0;1;1;4;8;0;0;0;0;8;2;0;1;0;0;1;4;0;0;0;0;4;2;0;1;0;0;1;8;0;0;1;2;5;10;0;1;1;2;6;5;0;0;1;3;1;4;0;0;0;0;4;8;0;0;0;4;4;10;0;0;1;3;6;12;0;0;0;2;10;7;0;0;0;2;5
"Markovci";"Površina [m2]";722;0;0;45;557;120;1340;0;0;219;777;344;572;73;0;0;225;274;1361;0;0;203;150;1008;1459;0;0;0;0;1459;269;0;38;0;0;231;778;0;0;0;0;778;226;0;82;0;0;144;1310;0;0;138;231;941;1638;0;68;70;382;1118;909;0;0;201;431;277;555;0;0;0;0;555;1324;0;0;0;608;716;1762;0;0;100;527;1135;1685;0;0;0;165;1520;1011;0;0;0;256;755
"Medvode";"Število";94;0;1;9;31;53;151;10;23;37;28;53;75;1;6;5;16;47;52;0;2;2;16;32;40;0;3;1;8;28;36;0;2;0;7;27;42;5;2;3;10;22;35;1;0;6;5;23;22;5;0;1;3;13;23;0;0;3;7;13;31;0;2;13;4;12;21;0;0;1;5;15;28;4;0;1;1;22;13;2;0;0;1;10;35;2;0;0;1;32;17;2;0;2;0;13
"Medvode";"Površina [m2]";16168;0;8;769;4240;11151;21407;478;1763;3905;4117;11144;11065;57;194;688;2039;8087;7557;0;92;203;2247;5015;6359;0;279;62;980;5038;6199;0;88;0;1554;4557;6055;110;180;369;1427;3969;5266;39;0;627;669;3931;3692;172;0;152;615;2753;4415;0;0;155;1121;3139;5201;0;508;1468;698;2527;3620;0;0;105;565;2950;4491;576;0;125;259;3531;2409;434;0;0;117;1858;6042;333;0;0;139;5570;2998;354;0;306;0;2338
"Mengeš";"Število";30;0;7;12;5;6;12;0;0;3;3;6;3;0;2;0;0;1;5;0;0;1;0;4;4;0;0;1;0;3;0;0;0;0;0;0;14;8;0;3;1;2;19;0;0;0;2;17;18;0;0;0;1;17;19;0;0;0;5;14;21;0;0;0;0;21;15;0;0;0;0;15;13;0;0;0;0;13;8;0;0;0;0;8;13;0;0;0;4;9;22;0;0;3;2;17
"Mengeš";"Površina [m2]";3660;0;444;692;944;1580;1919;0;0;270;458;1191;422;0;232;0;0;190;634;0;0;86;0;548;535;0;0;158;0;377;0;0;0;0;0;0;952;270;0;234;105;343;2653;0;0;0;310;2343;2813;0;0;0;188;2625;3024;0;0;0;600;2424;2875;0;0;0;0;2875;1796;0;0;0;0;1796;2433;0;0;0;0;2433;1470;0;0;0;0;1470;2273;0;0;0;425;1848;2931;0;0;111;398;2422
"Metlika";"Število";23;3;5;5;4;6;17;4;1;6;2;4;15;5;2;3;2;3;23;4;1;2;4;12;16;3;0;2;3;8;20;3;0;1;6;10;16;2;0;1;5;8;19;2;2;1;4;10;13;0;2;2;2;7;9;1;0;0;2;6;6;0;0;2;1;3;2;0;0;1;0;1;7;0;0;0;4;3;13;0;2;1;1;9;14;0;1;1;2;10;9;0;1;2;3;3
"Metlika";"Površina [m2]";2827;98;259;362;616;1492;1949;156;67;801;228;697;1408;142;93;236;329;608;3334;107;89;200;558;2380;2076;80;0;188;321;1487;3777;85;0;106;886;2700;1960;54;0;59;661;1186;2977;130;105;134;425;2183;1979;0;134;175;233;1437;1363;23;0;0;227;1113;1034;0;0;188;213;633;309;0;0;87;0;222;1045;0;0;0;548;497;1848;0;186;125;66;1471;2443;0;89;82;282;1990;1200;0;70;163;357;610
"Mežica";"Število";1;0;0;0;0;1;6;0;0;0;1;5;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;2;0;0;0;0;2;0;0;0;0;0;0;2;0;1;0;0;1;2;1;0;0;1;0;3;3;0;0;0;0;1;0;0;0;1;0;3;0;0;0;3;0;22;5;9;5;1;2;3;0;0;0;0;3;1;1;0;0;0;0;2;0;0;0;0;2
"Mežica";"Površina [m2]";212;0;0;0;0;212;901;0;0;0;71;830;0;0;0;0;0;0;112;0;0;0;0;112;242;0;0;0;242;0;442;0;0;0;0;442;0;0;0;0;0;0;227;0;80;0;0;147;171;34;0;0;137;0;149;149;0;0;0;0;273;0;0;0;273;0;750;0;0;0;750;0;1748;213;515;357;207;456;638;0;0;0;0;638;58;58;0;0;0;0;136;0;0;0;0;136
"Miklavž na Dravskem polju";"Število";46;0;8;7;22;9;50;0;8;14;5;23;29;0;0;3;6;20;44;0;1;1;30;12;14;0;0;4;3;7;16;0;0;1;10;5;26;0;0;2;3;21;9;0;0;0;2;7;9;0;1;2;4;2;20;0;0;0;4;16;9;1;1;0;3;4;4;0;0;0;2;2;17;0;1;1;4;11;45;0;0;3;23;19;20;1;2;3;3;11;27;3;0;4;8;12
"Miklavž na Dravskem polju";"Površina [m2]";5496;0;501;598;2747;1650;8844;0;408;3872;595;3969;4721;0;0;315;947;3459;7140;0;136;170;4797;2037;2100;0;0;297;790;1013;2154;0;0;65;1206;883;5106;0;0;215;268;4623;1412;0;0;0;233;1179;1144;0;115;195;556;278;2852;0;0;0;562;2290;1533;22;64;0;447;1000;1129;0;0;0;447;682;2467;0;74;105;509;1779;6497;0;0;328;3085;3084;3152;69;154;224;389;2316;3445;329;0;434;1006;1676
"Miren - Kostanjevica";"Število";20;1;3;9;4;3;19;0;0;2;11;6;39;0;2;2;8;27;9;1;2;1;4;1;9;0;1;0;3;5;8;0;0;1;0;7;10;1;3;2;3;1;7;0;0;0;4;3;8;0;1;0;3;4;11;0;0;2;3;6;11;0;1;0;2;8;10;0;0;1;1;8;6;0;0;2;0;4;3;0;0;0;1;2;14;0;0;1;5;8;13;0;0;1;8;4
"Miren - Kostanjevica";"Površina [m2]";2673;66;260;1420;446;481;3008;0;0;307;1584;1117;6376;0;140;214;1496;4526;1051;38;99;50;726;138;1733;0;111;0;524;1098;1328;0;0;66;0;1262;1387;123;250;228;674;112;1075;0;0;0;561;514;898;0;48;0;385;465;1815;0;0;296;382;1137;1319;0;61;0;232;1026;1522;0;0;106;146;1270;1611;0;0;489;0;1122;480;0;0;0;201;279;2248;0;0;96;1032;1120;1931;0;0;146;1241;544
"Mirna";"Število";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;8;1;1;2;0;4;6;0;0;0;3;3;8;0;1;1;2;4;10;0;1;3;5;1;2;0;0;0;1;1;1;0;0;1;0;0;53;0;1;2;1;49;78;74;0;0;1;3;3;0;0;1;1;1
"Mirna";"Površina [m2]";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;83;0;83;0;0;0;248;0;0;0;0;248;1349;58;99;251;0;941;1282;0;0;0;510;772;1609;0;115;118;293;1083;1710;0;112;379;966;253;286;0;0;0;130;156;109;0;0;109;0;0;4176;0;153;278;113;3632;7633;7018;0;0;117;498;365;0;0;59;159;147
"Mirna Peè";"Število";3;0;0;0;0;3;6;0;0;1;2;3;4;1;0;0;2;1;3;0;0;0;1;2;1;1;0;0;0;0;7;1;0;0;1;5;2;0;0;0;1;1;9;0;0;2;1;6;7;0;1;1;2;3;7;1;0;1;2;3;8;0;0;1;4;3;6;0;0;0;3;3;3;0;0;2;0;1;12;0;0;1;0;11;9;1;0;0;1;7;10;1;0;1;2;6
"Mirna Peè";"Površina [m2]";506;0;0;0;0;506;1009;0;0;96;282;631;579;25;0;0;425;129;648;0;0;0;283;365;40;40;0;0;0;0;1018;107;0;0;169;742;308;0;0;0;88;220;1465;0;0;146;107;1212;1162;0;17;90;318;737;1161;40;0;177;329;615;1253;0;0;82;567;604;1092;0;0;0;580;512;338;0;0;170;0;168;1802;0;0;134;0;1668;1364;25;0;0;105;1234;1158;15;0;48;204;891
"Mislinja";"Število";9;0;2;0;0;7;65;42;10;3;0;10;8;0;0;0;0;8;5;0;0;0;2;3;6;0;0;0;1;5;6;0;0;0;0;6;6;0;1;0;1;4;8;0;0;0;2;6;2;0;1;0;0;1;3;0;0;0;0;3;2;0;0;0;0;2;3;0;0;0;0;3;4;0;0;0;0;4;16;1;4;3;2;6;15;10;0;0;1;4;1;0;0;0;0;1
"Mislinja";"Površina [m2]";1431;0;120;0;0;1311;4516;1908;712;337;0;1559;1722;0;0;0;0;1722;944;0;0;0;301;643;1308;0;0;0;175;1133;1179;0;0;0;0;1179;1028;0;104;0;108;816;1373;0;0;0;203;1170;323;0;171;0;0;152;541;0;0;0;0;541;409;0;0;0;0;409;632;0;0;0;0;632;666;0;0;0;0;666;2001;29;303;260;208;1201;1302;412;0;0;137;753;120;0;0;0;0;120
"Mokronog - Trebelno";"Število";9;0;0;7;1;1;0;0;0;0;0;0;5;0;0;0;4;1;9;0;0;1;4;4;12;1;0;2;2;7;7;0;0;3;1;3;6;1;0;0;1;4;8;0;1;1;1;5;6;1;0;0;1;4;22;2;3;7;6;4;12;0;2;1;3;6;7;0;1;1;0;5;10;0;0;0;1;9;3;0;0;1;2;0;11;4;1;1;1;4;8;0;0;1;0;7
"Mokronog - Trebelno";"Površina [m2]";1160;0;0;624;274;262;0;0;0;0;0;0;852;0;0;0;600;252;1611;0;0;82;582;947;2271;40;0;235;293;1703;942;0;0;264;145;533;1017;55;0;0;159;803;1407;0;78;90;206;1033;1049;48;0;0;61;940;3180;83;249;1043;908;897;2453;0;142;125;608;1578;720;0;46;131;0;543;1303;0;0;0;155;1148;358;0;0;60;298;0;1226;338;23;102;109;654;1184;0;0;106;0;1078
"Moravèe";"Število";15;0;0;0;4;11;17;0;0;2;2;13;15;0;2;6;2;5;9;0;1;0;3;5;11;0;0;1;4;6;12;1;0;1;3;7;6;0;0;0;0;6;6;0;0;1;0;5;5;0;0;2;1;2;4;0;0;0;0;4;11;0;0;0;0;11;8;0;0;0;0;8;8;0;0;0;1;7;12;0;0;0;1;11;10;0;0;1;0;9;3;0;0;0;0;3
"Moravèe";"Površina [m2]";2778;0;0;0;780;1998;3256;0;0;206;530;2520;2265;0;135;747;323;1060;1361;0;81;0;242;1038;1989;0;0;50;877;1062;1910;31;0;110;361;1408;1128;0;0;0;0;1128;895;0;0;49;0;846;629;0;0;202;67;360;1056;0;0;0;0;1056;2182;0;0;0;0;2182;1537;0;0;0;0;1537;1822;0;0;0;129;1693;2110;0;0;0;178;1932;1524;0;0;102;0;1422;527;0;0;0;0;527
"Moravske Toplice";"Število";23;1;3;5;8;6;22;0;2;5;6;9;23;1;4;5;6;7;20;0;1;9;2;8;13;2;2;4;0;5;17;1;1;2;6;7;13;0;0;1;3;9;9;1;0;0;1;7;14;0;0;2;3;9;17;1;1;1;3;11;14;3;3;3;1;4;19;2;4;6;4;3;32;2;10;3;3;14;16;0;5;0;3;8;15;0;1;7;4;3;13;0;1;4;4;4
"Moravske Toplice";"Površina [m2]";2778;22;178;466;1234;878;3188;0;126;578;871;1613;2737;44;310;480;811;1092;2804;0;49;789;292;1674;2079;61;130;572;0;1316;2213;22;69;129;858;1135;1756;0;0;86;389;1281;765;19;0;0;88;658;2002;0;0;206;280;1516;2326;50;49;54;297;1876;1190;89;190;284;120;507;1692;83;222;464;574;349;3698;90;552;296;359;2401;2198;0;349;0;358;1491;2069;0;56;584;715;714;1644;0;72;394;586;592
"Mozirje";"Število";5;0;0;0;0;5;8;0;0;0;3;5;10;0;0;0;1;9;13;0;1;0;2;10;76;0;29;28;16;3;48;0;0;39;3;6;3;0;0;0;0;3;19;0;0;0;3;16;7;1;0;0;1;5;8;0;0;2;1;5;6;0;0;2;1;3;13;6;2;2;3;0;26;0;3;22;1;0;37;12;11;10;4;0;6;0;1;3;2;0;20;5;2;8;3;2
"Mozirje";"Površina [m2]";802;0;0;0;0;802;1030;0;0;0;248;782;1426;0;0;0;96;1330;1753;0;104;0;197;1452;5580;0;1294;2255;1580;451;4769;0;0;3324;376;1069;607;0;0;0;0;607;2623;0;0;0;405;2218;950;36;0;0;145;769;1711;0;0;272;710;729;1236;0;0;304;235;697;1746;713;265;245;523;0;2123;0;150;1752;221;0;3532;700;860;1264;708;0;762;0;117;380;265;0;3375;301;347;1172;670;885
"Murska Sobota";"Število";36;1;5;4;10;16;35;2;2;4;6;21;30;1;2;4;9;14;26;2;0;3;6;15;18;0;0;5;3;10;12;0;0;2;7;3;18;1;1;2;1;13;26;0;10;7;5;4;58;19;10;7;6;16;13;1;1;1;4;6;14;0;1;5;2;6;21;0;1;3;8;9;23;2;1;6;8;6;49;0;15;20;10;4;23;3;2;5;10;3;110;4;39;43;17;7
"Murska Sobota";"Površina [m2]";3821;96;457;419;1351;1498;4830;61;162;534;1018;3055;4079;34;211;461;1288;2085;3798;190;0;289;941;2378;3318;0;0;1015;457;1846;2353;0;0;315;1315;723;2799;73;79;263;136;2248;2221;0;570;542;502;607;4578;703;597;567;510;2201;1804;41;60;59;720;924;2114;0;59;563;192;1300;2877;0;124;217;1117;1419;3565;218;66;572;1342;1367;5030;0;1050;1840;1413;727;2782;91;93;368;1550;680;8756;132;2145;3218;1730;1531
"Muta";"Število";13;0;1;3;3;6;9;0;0;1;6;2;6;0;0;1;1;4;5;0;0;0;0;5;0;0;0;0;0;0;2;1;0;0;1;0;8;0;1;1;2;4;5;0;0;1;1;3;5;1;1;1;1;1;8;0;0;4;3;1;4;0;0;2;0;2;6;0;1;1;0;4;4;0;0;1;0;3;3;0;0;0;0;3;9;0;0;1;0;8;3;0;0;0;0;3
"Muta";"Površina [m2]";1642;0;48;214;410;970;1475;0;0;127;974;374;764;0;0;104;85;575;891;0;0;0;0;891;0;0;0;0;0;0;247;37;0;0;210;0;1136;0;113;77;282;664;806;0;0;70;210;526;588;22;83;230;96;157;1214;0;0;430;670;114;453;0;0;175;0;278;895;0;58;273;0;564;592;0;0;85;0;507;403;0;0;0;0;403;1578;0;0;152;0;1426;870;0;0;0;0;870
"Naklo";"Število";19;0;1;2;3;13;14;0;1;0;2;11;11;1;1;3;1;5;10;0;0;0;5;5;8;0;0;0;3;5;7;1;2;3;0;1;5;0;0;0;1;4;6;0;0;0;1;5;11;0;0;0;2;9;6;0;0;1;1;4;8;0;1;0;1;6;7;0;0;0;1;6;9;0;1;0;3;5;17;0;0;2;6;9;17;0;0;6;2;9;9;0;0;0;0;9
